1	|	synonym
2	|	scientific name
3	|	in-part
4	|	blast name
5	|	genbank common name
6	|	equivalent name
7	|	includes
8	|	authority
9	|	misspelling
10	|	common name
11	|	misnomer
12	|	genbank synonym
13	|	unpublished name
14	|	anamorph
15	|	genbank anamorph
16	|	teleomorph
17	|	acronym
18	|	genbank acronym
